  step 846900 | loss 0.1060 | kl 0.0233 | val_kl 0.0325 | clus 0.4515 | sep 0.3716 | mse(diag) 0.1299 | eff_K 2000/2000 | dying 73
  step 847000 | loss 0.1008 | kl 0.0188 | val_kl 0.0314 | clus 0.4485 | sep 0.3724 | mse(diag) 0.1285 | eff_K 2000/2000 | dying 70
  [reinit] step 847000: 176 dead clusters
  step 847100 | loss 0.0998 | kl 0.0192 | val_kl 0.0320 | clus 0.4539 | sep 0.3695 | mse(diag) 0.1247 | eff_K 2000/2000 | dying 48
  step 847200 | loss 0.1030 | kl 0.0214 | val_kl 0.0318 | clus 0.4582 | sep 0.3682 | mse(diag) 0.1266 | eff_K 2000/2000 | dying 61
  step 847300 | loss 0.1070 | kl 0.0250 | val_kl 0.0322 | clus 0.4652 | sep 0.3707 | mse(diag) 0.1266 | eff_K 2000/2000 | dying 70
  step 847400 | loss 0.1035 | kl 0.0226 | val_kl 0.0317 | clus 0.4482 | sep 0.3716 | mse(diag) 0.1262 | eff_K 2000/2000 | dying 65
  step 847500 | loss 0.1006 | kl 0.0200 | val_kl 0.0313 | clus 0.4474 | sep 0.3690 | mse(diag) 0.1255 | eff_K 2000/2000 | dying 63
  step 847600 | loss 0.1004 | kl 0.0226 | val_kl 0.0310 | clus 0.4447 | sep 0.3725 | mse(diag) 0.1196 | eff_K 2000/2000 | dying 65
  step 847700 | loss 0.1010 | kl 0.0198 | val_kl 0.0304 | clus 0.4439 | sep 0.3700 | mse(diag) 0.1273 | eff_K 2000/2000 | dying 66
  step 847800 | loss 0.1062 | kl 0.0258 | val_kl 0.0310 | clus 0.4542 | sep 0.3734 | mse(diag) 0.1243 | eff_K 2000/2000 | dying 64
  step 847900 | loss 0.1045 | kl 0.0223 | val_kl 0.0306 | clus 0.4545 | sep 0.3720 | mse(diag) 0.1283 | eff_K 2000/2000 | dying 68
  step 848000 | loss 0.1046 | kl 0.0234 | val_kl 0.0329 | clus 0.4515 | sep 0.3671 | mse(diag) 0.1264 | eff_K 2000/2000 | dying 62
  [reinit] step 848000: 170 dead clusters
  step 848100 | loss 0.1062 | kl 0.0228 | val_kl 0.0317 | clus 0.4794 | sep 0.3709 | mse(diag) 0.1281 | eff_K 2000/2000 | dying 51
  step 848200 | loss 0.1125 | kl 0.0266 | val_kl 0.0323 | clus 0.4823 | sep 0.3696 | mse(diag) 0.1335 | eff_K 2000/2000 | dying 47
  step 848300 | loss 0.1046 | kl 0.0223 | val_kl 0.0307 | clus 0.4670 | sep 0.3674 | mse(diag) 0.1272 | eff_K 2000/2000 | dying 48
  step 848400 | loss 0.1079 | kl 0.0264 | val_kl 0.0324 | clus 0.4558 | sep 0.3662 | mse(diag) 0.1268 | eff_K 2000/2000 | dying 48
  step 848500 | loss 0.1060 | kl 0.0236 | val_kl 0.0319 | clus 0.4640 | sep 0.3715 | mse(diag) 0.1277 | eff_K 2000/2000 | dying 45
  step 848600 | loss 0.1029 | kl 0.0212 | val_kl 0.0298 | clus 0.4504 | sep 0.3680 | mse(diag) 0.1279 | eff_K 2000/2000 | dying 54
  step 848700 | loss 0.1042 | kl 0.0219 | val_kl 0.0325 | clus 0.4736 | sep 0.3731 | mse(diag) 0.1264 | eff_K 2000/2000 | dying 47
  step 848800 | loss 0.1010 | kl 0.0218 | val_kl 0.0312 | clus 0.4569 | sep 0.3701 | mse(diag) 0.1213 | eff_K 2000/2000 | dying 45
  step 848900 | loss 0.1037 | kl 0.0228 | val_kl 0.0306 | clus 0.4632 | sep 0.3742 | mse(diag) 0.1244 | eff_K 2000/2000 | dying 33
